filename,width,height,label,xmin,ymin,xmax,ymax
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,404,276,435,291
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,358,278,380,289
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,427,282,452,299
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,448,291,473,302
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,285,286,325,313
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,234,325,279,340
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,501,332,527,353
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,193,335,253,353
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,415,333,459,358
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,292,336,344,361
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,515,335,544,362
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,493,363,523,392
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,124,123,154,169
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,175,169,219,221
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,564,205,585,260
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,608,265,661,307
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,205,259,237,317
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,976,285,1028,338
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,30,309,78,365
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,348,320,394,362
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,673,411,719,451
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,996,408,1047,455
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,617,414,662,450
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,724,416,768,468
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,710,427,775,469
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,962,428,1007,481
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,532,446,575,483
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,375,466,420,488
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,1019,460,1051,512
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,621,476,667,510
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,698,473,746,519
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,209,492,248,533
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,532,497,560,529
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,1518,486,1551,554
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,780,506,835,537
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,701,513,746,551
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,624,515,656,564
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,661,519,700,565
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,204,536,223,561
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,776,529,802,577
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,376,532,412,578
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,81,533,112,580
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,707,546,743,578
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,869,556,915,589
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,806,564,828,594
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,773,563,794,598
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,834,554,858,614
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,715,576,774,601
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,1059,578,1105,609
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,915,577,941,627
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,747,593,805,623
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,590,598,614,621
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,359,584,392,639
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,627,598,662,626
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,302,595,344,642
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,669,607,702,634
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,855,609,887,633
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,696,613,745,640
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,1017,616,1072,649
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,800,616,830,649
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,500,621,536,652
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,553,620,597,660
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,528,625,559,662
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,744,627,786,660
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,962,623,996,665
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,708,628,744,671
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,860,637,914,675
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,651,647,679,673
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,749,651,786,679
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,774,657,824,683
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,674,653,702,697
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,448,654,498,697
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,974,669,1027,696
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,861,678,915,708
Beehive---3-15-2022--3_15_37pm_mp4-22_jpg.rf.0f3799b482050abb5d4c3e1ab4a9832e.jpg,1920,1080,bee,730,683,778,707
